15,997
45,907
67,811
92,707
123,607
148,518
177,393
209,255
239,105
192,302
300,447
319,341
341,263
373,140
72,1691
199,983
253,798
114,1605
158,1514
219,1344
342,988
376,875
395,781
437,680
457,582
478,471
496,349
523,250
532,66
233,1651
314,1482
339,1401
371,1312
400,1209
432,1118
469,1037
506,916
533,818
564,725
591,626
608,516
628,390
655,287
682,191
711,66
356,1698
533,1206
559,1157
596,1061
623,961
641,867
697,752
719,658
765,427
787,334
814,228
844,117
501,1659
582,1496
650,1312
697,1206
724,1115
746,1017
795,911
822,806
847,698
876,597
890,496
923,371
940,267
969,162
1001,44
704,1543
741,1452
768,1354
809,1253
896,1071
908,1000
952,852
984,747
1005,651
1027,530
1054,417
1086,317
1118,199
1131,86
792,1681
832,1592
896,1403
979,1197
1011,1101
1060,990
1089,892
1116,793
1138,695
1162,582
1197,454
1221,351
1258,240
1270,127
1304,19
954,1632
988,1560
1116,1243
1145,1147
1184,1056
1221,936
1253,825
1275,739
1300,629
1332,508
1358,398
1391,292
1079,1700
1155,1514
1241,1300
1278,1194
1312,1098
1390,884
1442,675
1467,550
1499,449
1555,216
1334,1634
1373,1538
1412,1435
1450,1329
1478,1226
1516,1111
1592,911
1626,791
1704,572
1734,462
1756,356
1795,218
1844,19
1822,113
1510,1585
1545,1492
1577,1388
1613,1273
1651,1160
1733,966
1775,838
1810,720
1846,614
1871,506
1908,378
1949,265
1640,1632
1719,1359
1868,1012
1988,683
2052,437
2077,312
1785,1696
1810,1587
1888,1381
1858,1489
1925,1265
1966,1165
2011,1056
2048,938
2092,816
2130,712
2162,592
2195,476
2224,346
2261,248
1949,1646
1989,1548
2030,1437
2065,1334
2109,1219
2146,1118
2231,887
2239,993
2091,1703
2126,1592
2207,1381
2251,1270
