190,1701
178,1654
167,1601
163,1556
165,1517
153,1472
151,1417
142,1380
136,1327
129,1288
120,1235
113,1198
113,1153
109,1111
100,1072
88,1022
79,985
72,950
63,895
52,858
45,808
28,769
27,734
21,684
16,637
10,597
706,1683
704,1638
698,1601
688,1551
688,1512
679,1456
671,1411
668,1364
664,1327
652,1280
644,1235
635,1177
635,1135
632,1095
621,1051
612,1011
607,966
598,919
589,864
585,832
583,782
576,742
569,692
563,634
556,587
545,503
544,455
535,366
520,321
504,271
504,231
498,179
489,118
484,79
470,36
18,1656
18,1625
73,1651
68,1620
61,1572
54,1525
45,1480
36,1435
23,1340
19,1301
9,1259
9,1219
1098,1714
1098,1664
1097,1622
1088,1583
1082,1543
1082,1493
1077,1440
1068,1390
1059,1348
1053,1314
1044,1274
1041,1224
1039,1174
1028,1127
1025,1085
1021,1053
1019,1006
1008,953
999,919
999,882
990,837
972,800
974,753
969,711
963,669
961,632
958,582
951,542
949,505
940,453
927,395
922,355
918,316
913,271
909,234
909,184
902,131
900,97
895,57
940,10
960,129
969,239
970,273
978,308
987,347
988,405
996,445
1005,495
1015,542
1019,624
1021,661
1030,716
1037,795
1050,840
1061,879
1059,919
1066,969
1075,1003
1080,1048
1086,1085
1097,1177
1113,1317
1115,1356
1125,1385
1133,1432
1138,1493
1147,1583
1151,1620
1210,1701
1208,1667
1203,1617
1201,1577
1190,1527
1190,1480
1181,1427
1178,1388
1174,1348
1156,1269
1154,1219
1149,1182
1143,1130
1140,1085
1134,1045
1133,998
1124,956
1113,903
1113,871
1106,829
1091,784
1088,753
1079,663
1075,611
1075,568
1073,540
1061,489
1052,392
1046,347
1034,300
1032,260
1032,229
1021,126
1017,84
1008,44
1062,36
1062,2
1080,129
1080,176
1080,226
1088,263
1091,308
1097,350
1104,389
1111,437
1129,613
1138,661
1129,579
1147,790
1160,824
1169,864
1179,948
1185,990
1196,1035
1197,1087
1197,1124
1206,1214
1212,1267
1215,1309
1226,1351
1233,1390
1235,1427
1250,1530
1257,1562
1264,1614
1268,1701
1318,1704
1327,1648
1311,1614
1307,1567
1307,1519
1298,1422
1289,1377
1278,1338
1273,1309
1273,1264
1262,1174
1255,1029
1239,990
1226,903
1212,824
1206,750
1199,655
1188,613
1188,571
1174,479
1161,384
1147,300
1147,226
1136,118
1124,42
1217,15
1237,94
1251,208
1331,919
1385,1569
1401,1648
136,1704
133,1651
122,1604
117,1559
111,1512
111,1477
93,1419
90,1377
84,1338
72,1303
61,1253
59,1206
52,1153
54,1119
46,1072
27,1037
241,1696
235,1654
232,1604
225,1562
223,1514
208,1464
201,1425
201,1393
185,1335
178,1245
172,1198
163,1151
162,1111
153,1074
142,1029
133,985
183,982
241,966
430,929
489,927
549,911
518,1527
513,1490
507,1427
504,1380
495,1340
486,1296
477,1253
471,1201
471,1156
457,1066
450,1022
443,972
381,977
498,974
506,1022
513,1066
518,1106
462,1111
522,1153
526,1201
531,1240
545,1296
551,1338
554,1377
563,1419
563,1472
574,1525
592,1609
598,1654
635,1554
612,1414
610,1372
594,1282
592,1238
581,1190
576,1145
567,1101
558,1008
551,966
462,1525
486,1614
412,1638
408,1675
416,1722
367,1720
358,1683
347,1638
340,1593
336,1551
329,1509
320,1456
313,1411
311,1364
295,1277
288,1230
284,1180
277,1127
273,1093
266,1056
259,1022
201,1029
205,1058
217,1095
225,1135
228,1190
232,1235
235,1290
248,1327
257,1367
257,1411
266,1451
279,1506
281,1551
288,1591
293,1638
387,1546
378,1448
372,1356
354,1269
338,1177
335,1127
327,1082
311,1008
399,1077
414,1164
423,1261
416,1211
441,1343
455,1432
767,1641
754,1596
752,1551
743,1506
740,1459
731,1406
724,1361
716,1330
653,874
706,858
716,908
722,958
725,1000
731,1051
736,1090
740,1135
751,1177
758,1224
765,1269
774,1322
783,1364
778,1406
711,1282
700,1227
698,1188
684,1103
673,1053
673,1016
664,958
790,1043
799,1085
805,1135
812,1214
821,1274
828,1314
801,1501
803,1540
805,1585
821,1638
823,1667
929,1638
925,1596
916,1551
988,1630
981,1588
970,1554
1026,1540
1034,1585
1043,1620
999,1712
1025,1490
978,1488
963,1448
960,1409
949,1353
915,1461
1005,1359
994,1319
981,1182
974,1135
969,1087
967,1056
956,1011
951,966
940,874
938,916
893,932
904,977
906,1019
918,1090
924,1140
924,1188
925,1232
843,1022
126,940
118,892
111,853
91,808
86,774
88,734
75,690
72,640
68,595
55,550
36,460
27,416
27,366
16,326
16,276
9,229
5,189
39,47
46,79
54,131
55,171
63,218
64,268
70,313
82,350
88,395
93,453
99,503
111,545
120,592
127,632
133,671
135,721
144,761
149,800
158,848
176,892
189,924
1914,1622
1918,1572
1920,1483
1916,1425
1913,1377
1907,1346
1907,1309
1904,1256
1911,1203
1952,1211
1952,1169
1943,1119
1945,1082
1898,1116
1896,1159
2035,1164
2044,1251
2050,1293
2093,1245
2095,1293
2100,1340
2098,1409
2100,1459
2096,1501
2098,1551
2105,1598
2120,1691
2136,1643
2167,1627
2176,1677
2159,1598
2143,1556
2150,1504
2152,1461
2149,1409
2156,1367
2156,1335
2210,1330
2212,1361
2212,1411
2212,1461
2210,1504
2208,1554
2212,1593
2219,1643
2231,1677
2282,1683
2267,1601
2258,1551
2262,1506
2264,1464
2273,1367
2267,1409
2062,1648
2039,1564
2048,1509
2051,1467
2050,1414
2050,1382
1981,1293
2015,1296
1994,1340
1974,1427
1990,1467
2026,1472
1986,1517
1977,1567
1995,1606
1977,1614
1986,1696
2037,1696
2030,1651
1886,1072
1884,1024
1886,979
1878,940
1873,887
1859,779
1857,727
1848,682
1841,632
1839,597
1821,553
1817,511
1814,421
1812,379
1812,337
1805,305
1801,266
1797,221
1785,160
1779,113
1765,73
1756,21
1815,21
1824,73
1833,121
1841,155
1851,208
1859,258
1893,150
1941,115
1945,165
1934,60
1914,244
1934,271
1952,302
1871,376
1869,413
1873,471
1877,511
1920,732
1929,895
295,916
290,877
279,842
263,761
230,927
232,890
219,842
203,792
199,758
201,719
205,700
190,669
185,611
171,574
162,532
160,495
144,445
136,352
133,313
118,221
108,163
109,110
93,34
153,36
176,216
189,310
199,387
205,437
219,500
232,571
243,611
244,663
299,724
344,708
358,803
371,877
414,803
408,750
407,711
398,653
389,597
385,563
378,526
367,466
363,421
358,371
318,511
333,605
299,418
291,324
282,281
273,244
253,139
243,55
295,2
300,47
313,105
318,144
326,192
335,231
338,281
351,10
354,42
369,92
369,136
392,226
408,331
416,371
419,416
425,468
430,505
434,555
443,597
452,645
457,698
479,837
488,879
538,869
522,742
517,695
504,650
504,592
489,553
486,511
479,463
475,363
450,266
435,184
432,129
421,81
407,36
527,34
544,79
563,223
567,263
574,308
587,355
589,405
594,450
599,511
614,550
621,600
626,645
630,687
635,740
643,827
697,811
688,763
684,729
684,679
675,626
670,587
662,545
659,503
648,447
641,400
641,345
628,302
621,266
610,197
608,165
605,118
675,252
702,352
738,287
751,329
761,371
808,321
801,287
798,244
733,155
785,100
772,52
769,18
821,5
841,57
850,97
844,139
852,197
853,268
859,310
870,350
871,403
875,447
888,495
898,547
906,584
909,661
915,711
916,795
886,877
873,842
857,758
857,719
853,682
