62,12
37,147
27,220
13,277
0,428
43,785
3,1056
1,1949
11,1874
17,1794
25,1729
37,1637
39,1576
43,1489
50,1431
72,1341
74,1281
80,1146
103,1068
109,993
119,931
131,856
134,788
150,725
154,640
172,585
187,513
205,450
211,377
248,177
244,265
252,105
260,47
352,42
348,117
334,180
330,260
320,307
291,458
275,528
260,598
256,663
238,795
220,863
213,938
193,1013
193,1073
179,1143
179,1211
164,1294
152,1359
146,1434
138,1496
127,1584
125,1654
119,1724
111,1807
99,1882
101,1954
152,1942
207,1884
201,1969
205,1812
224,1739
230,1669
228,1591
234,1514
236,1449
252,1374
265,1304
265,1239
265,1148
291,1093
318,873
326,811
344,735
344,658
359,598
371,530
379,450
400,385
410,320
422,252
428,182
432,107
445,42
547,60
512,265
500,345
477,418
455,540
447,615
443,683
438,763
414,826
406,893
402,956
385,1023
381,1103
371,1173
416,1224
352,1241
332,1301
355,1319
398,1306
461,1341
441,1371
350,1389
391,1399
308,1369
359,1504
428,1471
418,1556
422,1604
418,1704
402,1764
320,1697
340,1607
336,1541
299,1779
293,1852
264,1964
336,1972
291,1989
293,1912
350,1887
395,1917
488,1927
510,1819
516,1702
512,1644
592,1942
596,1817
676,1827
653,1939
723,1954
745,1849
805,1964
813,1857
885,1869
880,1979
950,1992
964,1879
1034,1889
1022,1979
1097,1989
1112,1902
1181,1914
1267,1929
1347,1934
1413,1947
1480,1954
1541,1969
1625,1979
1726,1934
1986,1874
1994,1782
2016,1684
2029,1584
2033,1496
1904,1869
1914,1764
1943,1664
1955,1569
1953,1471
1879,1466
1871,1556
1855,1667
1840,1757
1826,1849
1750,1849
1758,1749
1765,1642
1807,1556
1816,1454
1722,1541
1722,1434
1674,1829
1683,1739
1705,1629
1599,1817
1605,1729
1634,1627
1640,1534
1654,1431
1586,1429
1580,1526
1556,1624
1533,1719
1523,1814
1439,1802
1456,1717
1488,1619
1505,1514
1507,1421
1447,1314
1435,1396
1423,1504
1390,1604
1361,1784
1296,1759
1304,1684
1327,1579
1343,1494
1343,1289
1284,1374
1277,1479
1200,1464
1177,1549
1153,1644
1255,1566
1237,1664
1218,1759
1151,1749
1071,1732
1083,1644
1097,1551
1132,1454
1030,1521
1016,1629
995,1719
919,1707
942,1612
948,1526
983,1424
905,1414
880,1509
860,1594
842,1689
752,1679
776,1586
797,1489
823,1391
750,1386
729,1471
713,1574
690,1672
612,1647
653,1551
571,1526
582,1469
661,1464
522,1484
545,1339
604,1346
643,1354
686,1366
563,1239
569,1158
488,1231
469,1183
492,1046
524,750
492,903
539,708
539,625
557,488
586,408
592,340
606,270
612,195
619,130
635,65
723,70
723,122
719,205
702,277
694,355
661,490
651,573
631,638
629,710
614,775
608,833
598,916
596,981
586,1068
717,788
702,858
694,921
688,983
682,1036
676,1098
668,1156
641,1249
672,1216
700,1274
762,1251
772,1286
776,1171
766,1111
780,988
782,1061
790,918
797,856
807,803
909,740
903,813
889,881
889,946
866,1188
864,1126
872,1066
864,1251
837,1306
919,1324
956,1274
956,1201
962,1133
983,1076
970,1013
979,948
995,873
993,831
995,773
1091,836
1087,765
1093,906
1085,973
1075,1036
