82,31
106,71
124,115
140,168
64,131
77,179
27,197
93,231
52,289
63,334
68,376
106,276
115,324
129,363
91,460
153,445
140,397
199,392
214,429
176,487
225,468
120,537
135,582
149,640
192,563
239,511
253,553
261,605
201,626
25,661
37,708
93,682
43,758
99,740
118,784
120,829
165,729
174,769
187,808
133,890
228,750
243,798
290,740
275,642
304,784
255,845
270,892
281,945
295,987
338,1132
347,1182
360,1235
372,1280
412,1425
434,1530
446,1575
459,1638
151,921
90,945
75,887
61,837
108,1032
36,1051
61,1148
73,1193
90,1243
113,1332
46,1356
39,1567
50,1612
117,1604
99,1546
59,1406
140,1435
160,1538
244,1527
217,1427
169,1235
156,1188
145,1122
127,1080
160,972
174,1019
190,1064
203,1114
244,1277
196,1324
255,1314
268,1361
282,1414
293,1459
228,1475
308,1519
320,1580
268,1633
331,1625
277,1680
219,1166
230,1219
207,911
221,950
232,1000
250,1045
264,1101
288,1206
302,1261
315,1293
329,1356
342,1401
365,1504
374,1551
390,1604
399,1656
340,1664
533,1675
544,1712
522,1625
506,1572
497,1522
482,1477
482,1438
471,1409
462,1369
446,1322
432,1274
423,1232
408,1172
401,1119
381,1064
371,1022
354,979
345,924
331,882
317,840
237,279
250,331
263,376
277,418
329,590
329,642
378,819
403,906
457,1108
502,1306
520,1356
535,1404
547,1456
560,1504
578,1612
610,1706
670,1691
659,1646
644,1604
608,1485
596,1435
581,1346
533,1140
515,1087
452,861
434,803
426,753
416,695
381,584
317,540
252,147
272,184
320,355
342,450
358,479
369,537
315,197
329,260
342,300
313,316
295,273
358,371
387,463
399,563
408,655
335,57
345,113
356,139
390,234
425,360
450,447
461,489
462,595
468,645
491,750
500,790
507,845
553,985
535,945
475,953
488,998
589,1082
589,1132
603,1177
614,1235
625,1293
634,1327
662,1422
697,1522
706,1569
718,1620
715,1638
727,1664
790,1659
803,1704
778,1606
761,1556
752,1506
733,1456
715,1411
704,1361
691,1309
673,1203
682,1256
650,1114
623,1019
596,924
583,879
567,829
562,777
547,732
540,666
394,42
405,92
432,176
444,226
455,271
477,358
522,590
520,534
517,474
589,576
580,532
576,476
567,426
553,392
545,347
533,316
518,263
491,155
479,118
446,28
589,629
610,663
529,634
635,819
644,864
659,911
671,961
686,1006
702,1051
722,1143
747,1243
767,1351
794,1440
810,1496
828,1540
839,1598
855,1654
924,1683
916,1630
898,1583
882,1533
862,1480
852,1430
837,1388
825,1340
819,1280
796,1177
785,1132
769,1080
756,1040
745,990
738,943
716,892
704,845
691,800
680,756
670,705
664,653
655,605
650,561
652,518
643,471
634,429
619,381
607,345
589,295
576,247
544,105
520,60
571,202
599,89
607,129
626,179
650,276
671,324
677,366
689,410
707,497
707,545
711,590
722,640
734,684
740,745
754,790
765,840
778,887
794,940
740,358
641,34
659,68
675,115
689,168
700,205
713,260
733,318
752,408
781,495
790,542
796,590
781,621
790,679
819,687
803,727
816,766
825,737
837,853
832,816
861,911
873,953
897,1056
909,1111
844,1116
855,1159
803,979
915,1145
920,1195
879,1277
888,1319
940,1253
945,1296
956,1343
906,1369
929,1477
965,1580
974,1622
1023,1554
979,1401
1003,1506
1052,1572
1048,1651
1055,1696
1073,1680
1068,1630
1043,1530
1032,1467
1023,1411
1010,1361
1001,1317
994,1256
983,1209
978,1143
961,1066
943,998
933,927
911,824
866,734
902,771
879,669
861,653
859,582
844,476
837,434
825,384
808,255
790,150
765,247
857,136
864,179
870,229
900,39
902,81
841,89
920,131
927,171
933,223
938,266
880,276
882,331
945,324
889,374
952,363
897,424
961,410
947,1517
902,476
967,458
907,516
974,511
918,566
983,555
925,624
990,611
943,663
999,663
945,708
965,756
1008,700
1026,750
1032,798
970,808
979,853
1041,848
1053,887
1064,916
1066,950
994,903
1001,958
1071,1000
1006,1006
1017,1061
1100,1045
1084,1087
1023,1106
1035,1143
1106,1119
1113,1185
1044,1195
1052,1253
1115,1238
1062,1296
1127,1290
1075,1356
1080,1393
1143,1390
1091,1461
1098,1512
1109,1559
1152,1443
1172,1496
1178,1538
1190,1604
1129,1609
1140,1664
1203,1656
1217,1699
1277,1691
1259,1638
1251,1583
1342,1683
1390,1614
1324,1593
1304,1530
1289,1467
1351,1469
1269,1380
1282,1427
1206,1382
1194,1327
1187,1280
1260,1324
1257,1277
1178,1224
1174,1174
1167,1127
1151,1074
1145,1040
1133,979
1129,921
1161,903
1194,977
1206,1022
1214,1069
1232,1166
1246,1227
1102,835
1086,784
1075,711
1115,719
1131,790
1163,782
1120,595
1064,648
1053,595
1030,450
1102,489
1088,395
1021,410
1012,363
1015,318
999,260
994,205
1039,118
1053,155
1061,192
1161,479
1174,540
1179,579
1250,953
1250,906
1286,1151
1298,1203
1311,1259
1320,1311
1331,1369
1340,1406
1349,1188
1356,1114
1271,1011
1334,1008
1318,950
1356,927
1297,850
1226,819
1219,761
1136,342
1145,387
1160,434
1129,292
1127,234
1118,197
1107,139
1104,100
1091,42
1165,94
1206,81
1212,165
1185,181
1194,216
1203,281
1214,381
1219,426
1226,471
1232,524
1242,566
1248,611
1262,663
1241,682
1206,719
1149,734
1286,766
1293,803
1325,800
1369,787
1336,864
1374,861
1370,998
1340,1058
1277,1058
1444,1106
1412,982
1428,1045
1478,1035
1459,966
1509,964
1442,908
1493,898
1475,829
1424,848
1374,1253
1378,1322
1396,1361
1405,1409
1387,1459
1417,1459
1441,1443
1439,1559
1462,1641
1453,1693
1378,1564
1394,1667
1511,1569
1471,1580
1462,1512
1489,1440
1540,1432
1531,1361
1433,1385
1523,1301
1448,1174
1500,1164
1457,1245
1513,1240
1569,1293
1590,1414
1614,1551
1660,1546
1637,1396
1686,1398
1698,1461
1740,1451
1731,1382
1783,1377
1794,1432
1808,1509
